Country,Name,Age,PlayingRole,BattingStyle,BowlingStyle,Matches,Innings,Notout,Runs,HighestScore,BattingAvg,BallsFaced,StrikeRate,Hundreds,Fiftys,Fours,Sixs,Matches,Innings,BallsBowled,Runs,Wickets,BBI,BBW,BowlingAvg,Economy,StrikeRate
New Zealand,Anaru Kitchen,34,Middle-order batsman,Right-hand bat,Slow left-arm orthodox,5,4,1,38,16,12.66,32,118.75,0,0,3,1,5,3,36,46,2,1/3,1/3,23.00,7.66,18.0
New Zealand,Tom Latham,26,Wicketkeeper batsman,Left-hand bat,Right-arm medium,13,10,0,163,39,16.30,157,103.82,0,0,12,2,13,-,-,-,-,-,-,-,-,-
New Zealand,Mitchell McClenaghan,32,Bowler,Left-hand bat,Left-arm fast-medium,29,8,4,24,10,6.00,23,104.34,0,0,1,2,29,29,608,789,30,3/17,3/17,26.30,7.78,20.2
New Zealand,Adam Milne,26,Bowler,Right-hand bat,Right-arm fast,21,8,8,21,10*,-,23,91.30,0,0,1,0,21,21,437,541,25,4/37,4/37,21.64,7.42,17.4
New Zealand,Colin Munro,31,Middle-order batsman,Left-hand bat,Right-arm medium-fast,48,45,7,1277,109*,33.60,792,161.23,3,8,95,83,48,12,118,186,4,1/12,1/12,46.50,9.45,29.5
New Zealand,James Neesham,28,Batting allrounder,Left-hand bat,Right-arm medium,15,12,3,122,28,13.55,93,131.18,0,0,15,3,15,13,196,259,11,3/16,3/16,23.54,7.92,17.8
New Zealand,Henry Nicholls,27,Top-order batsman,Left-hand bat,Right-arm offbreak,4,3,0,15,7,5.00,22,68.18,0,0,2,0,4,-,-,-,-,-,-,-,-,-
New Zealand,Ajaz Patel,30,_,Left-hand bat,Slow left-arm orthodox,2,-,-,-,-,-,-,-,-,-,-,-,2,2,36,45,1,1/27,1/27,45.00,7.50,36.0
New Zealand,Glenn Phillips,21,Wicketkeeper batsman,Right-hand bat,_,11,10,1,140,56,15.55,140,100.00,0,1,9,5,11,-,-,-,-,-,-,-,-,-
New Zealand,Seth Rance,31,Bowler,Right-hand bat,Right-arm medium,5,2,0,2,1,1.00,4,50.00,0,0,0,0,5,4,96,125,7,3/26,3/26,17.85,7.81,13.7
New Zealand,Luke Ronchi,37,Wicketkeeper batsman,Right-hand bat,_,33,26,6,359,51*,17.95,256,140.23,0,1,30,14,33,-,-,-,-,-,-,-,-,-
New Zealand,Mitchell Santner,26,Bowling allrounder,Left-hand bat,Slow left-arm orthodox,27,17,6,170,37,15.45,132,128.78,0,0,15,5,27,26,521,620,29,4/11,4/11,21.37,7.14,17.9
New Zealand,Tim Seifert,23,_,Right-hand bat,_,7,6,1,40,14*,8.00,29,137.93,0,0,2,4,7,-,-,-,-,-,-,-,-,-
New Zealand,Ish Sodhi,26,Bowler,Right-hand bat,Legbreak,29,6,3,50,15,16.66,49,102.04,0,0,4,2,29,28,622,781,37,3/18,3/18,21.10,7.53,16.8
New Zealand,Tim Southee,29,Bowler,Right-hand bat,Right-arm medium-fast,54,23,7,132,23,8.25,96,137.50,0,0,12,7,54,52,1140,1629,63,5/18,5/18,25.85,8.57,18.0
New Zealand,Ross Taylor,34,Middle-order batsman,Right-hand bat,Right-arm offbreak,84,76,18,1467,63,25.29,1210,121.23,0,5,94,55,84,-,-,-,-,-,-,-,-,-
New Zealand,Ben Wheeler,27,Bowler,Right-hand bat,Left-arm medium-fast,6,4,2,37,30,18.50,28,132.14,0,0,3,2,6,6,128,216,7,2/16,2/16,30.85,10.12,18.2
New Zealand,Kane Williamson,28,Top-order batsman,Right-hand bat,Right-arm offbreak,54,52,7,1424,73*,31.64,1176,121.08,0,9,152,23,54,12,118,164,6,2/16,2/16,27.33,8.33,19.6
South Africa,Hashim Amla,35,Top-order batsman,Right-hand bat,Right-arm medium, Right-arm offbreak,44,44,6,1277,97*,33.60,967,132.05,0,8,146,26,44,-,-,-,-,-,-,-,-,-
South Africa,Farhaan Behardien,35,Batting allrounder,Right-hand bat,Right-arm fast-medium,38,30,14,518,64*,32.37,404,128.21,0,1,37,16,38,3,30,27,3,2/15,2/15,9.00,5.40,10.0
South Africa,Gihahn Cloete,26,_,Left-hand bat,Right-arm offbreak,1,1,0,2,2,2.00,3,66.66,0,0,0,0,1,-,-,-,-,-,-,-,-,-
South Africa,Junior Dala,28,Bowler,Right-hand bat,Right-arm medium,5,3,3,14,12*,-,21,66.66,0,0,1,0,5,5,114,157,11,3/35,3/35,14.27,8.26,10.3
South Africa,Theunis de Bruyn,26,Middle-order batsman,Right-hand bat,Right-arm medium-fast,2,2,0,26,19,13.00,16,162.50,0,0,3,1,2,-,-,-,-,-,-,-,-,-
South Africa,Quinton de Kock,25,Wicketkeeper batsman,Left-hand bat,_,35,35,4,874,59,28.19,681,128.34,0,2,101,27,35,-,-,-,-,-,-,-,-,-
South Africa,AB de Villiers,34,Wicketkeeper batsman,Right-hand bat,Right-arm medium,78,75,11,1672,79*,26.12,1237,135.16,0,10,140,60,78,-,-,-,-,-,-,-,-,-
South Africa,Jean-Paul Duminy,34,Batting allrounder,Left-hand bat,Right-arm offbreak,78,72,23,1858,96*,37.91,1494,124.36,0,11,133,66,78,40,457,581,21,3/18,3/18,27.66,7.62,21.7
South Africa,Faf du Plessis,34,Middle-order batsman,Right-hand bat,Legbreak,42,42,6,1264,119,35.11,938,134.75,1,7,118,40,42,2,8,3,0,-,-,-,2.25,-
South Africa,Robbie Frylinck,34,Allrounder,Right-hand bat,Right-arm medium,3,-,-,-,-,-,-,-,-,-,-,-,3,3,60,62,5,2/20,2/20,12.40,6.20,12.0
South Africa,Beuran Hendricks,28,Bowler,Left-hand bat,Left-arm fast-medium,7,2,1,15,12*,15.00,15,100.00,0,0,0,1,7,7,139,219,8,2/31,2/31,27.37,9.45,17.3
South Africa,Reeza Hendricks,29,Opening batsman,Right-hand bat,Right-arm medium-fast,14,14,0,313,70,22.35,270,115.92,0,1,36,4,14,-,-,-,-,-,-,-,-,-
South Africa,Imran Tahir,39,Bowler,Right-hand bat,Legbreak googly,37,3,2,18,9*,18.00,17,105.88,0,0,1,1,37,37,821,927,62,5/23,5/23,14.95,6.77,13.2
South Africa,Christiaan Jonker,32,Middle-order batsman,Right-hand bat,Right-arm medium-fast,2,2,0,57,49,28.50,29,196.55,0,0,5,3,2,-,-,-,-,-,-,-,-,-
South Africa,Heinrich Klaasen,27,Wicketkeeper batsman,Right-hand bat,_,6,6,0,144,69,24.00,85,169.41,0,1,8,11,6,-,-,-,-,-,-,-,-,-
South Africa,Heino Kuhn,34,Wicketkeeper batsman,Right-hand bat,_,7,6,2,49,29,12.25,42,116.66,0,0,3,2,7,-,-,-,-,-,-,-,-,-
South Africa,David Miller,29,Middle-order batsman,Left-hand bat,Right-arm offbreak,64,56,16,1153,101*,28.82,838,137.58,1,1,79,50,64,-,-,-,-,-,-,-,-,-
South Africa,Morne Morkel,34,Bowler,Left-hand bat,Right-arm fast,44,8,5,22,8*,7.33,18,122.22,0,0,3,1,44,44,952,1191,47,4/17,4/17,25.34,7.50,20.2
South Africa,Chris Morris,31,Bowling allrounder,Right-hand bat,Right-arm fast-medium,18,11,3,77,17*,9.62,71,108.45,0,0,7,2,18,18,390,541,25,4/27,4/27,21.64,8.32,15.6
South Africa,Mangaliso Mosehle,28,Wicketkeeper batsman,Right-hand bat,_,7,6,1,105,36,21.00,65,161.53,0,0,6,9,7,-,-,-,-,-,-,-,-,-
South Africa,Lungi Ngidi,22,Bowler,Right-hand bat,Right-arm fast,7,2,1,6,4,6.00,9,66.66,0,0,0,0,7,7,120,128,11,4/19,4/19,11.63,6.40,10.9
South Africa,Wayne Parnell,29,Bowler,Left-hand bat,Left-arm medium-fast,40,13,9,114,29*,28.50,96,118.75,0,0,10,3,40,39,749,1038,41,4/13,4/13,25.31,8.31,18.2
South Africa,Dane Paterson,29,Bowler,Right-hand bat,Right-arm fast,8,2,1,5,4*,5.00,2,250.00,0,0,1,0,8,8,179,265,9,4/32,4/32,29.44,8.88,19.8
South Africa,Aaron Phangiso,34,Bowler,Right-hand bat,Slow left-arm orthodox,16,3,0,19,13,6.33,29,65.51,0,0,1,0,16,16,342,443,20,3/25,3/25,22.15,7.77,17.1
South Africa,Andile Phehlukwayo,22,Bowler,Left-hand bat,Right-arm fast-medium,16,7,3,46,27*,11.50,45,102.22,0,0,6,0,16,15,263,349,16,3/19,3/19,21.81,7.96,16.4
South Africa,Dwaine Pretorius,29,Bowler,Right-hand bat,Right-arm medium-fast,2,-,-,-,-,-,-,-,-,-,-,-,2,2,30,47,1,1/27,1/27,47.00,9.40,30.0
South Africa,Kagiso Rabada,23,Bowler,Left-hand bat,Right-arm fast,18,3,2,5,5*,5.00,8,62.50,0,0,0,0,18,18,398,543,24,3/30,3/30,22.62,8.18,16.5
South Africa,Tabraiz Shamsi,28,Bowler,Right-hand bat,Slow left-arm chinaman,9,2,1,0,0*,0.00,4,0.00,0,0,0,0,9,9,180,257,6,2/26,2/26,42.83,8.56,30.0
South Africa,JJ Smuts,30,Batting allrounder,Right-hand bat,Slow left-arm orthodox,8,8,0,126,45,15.75,114,110.52,0,0,14,5,8,6,76,101,1,1/19,1/19,101.00,7.97,76.0
South Africa,Rassie van der Dussen,29,Opening batsman,Right-hand bat,Legbreak,2,2,0,69,56,34.50,52,132.69,0,1,6,2,2,-,-,-,-,-,-,-,-,-
West Indies,Fabian Allen,23,Bowler,Right-hand bat,Slow left-arm orthodox,3,2,0,27,27,13.50,21,128.57,0,0,4,0,3,3,48,67,2,1/23,1/23,33.50,8.37,24.0
West Indies,Samuel Badree,37,Bowler,Right-hand bat,Legbreak,52,16,10,43,14*,7.16,65,66.15,0,0,1,1,52,52,1146,1180,56,4/15,4/15,21.07,6.17,20.4
West Indies,Carlos Brathwaite,30,Allrounder,Right-hand bat,Right-arm fast-medium,32,20,6,266,37*,19.00,218,122.01,0,0,12,19,32,31,570,817,27,3/20,3/20,30.25,8.60,21.1
West Indies,Darren Bravo,29,Top-order batsman,Left-hand bat,Right-arm medium-fast,15,14,1,306,43*,23.53,275,111.27,0,0,26,11,15,-,-,-,-,-,-,-,-,-
West Indies,Sheldon Cottrell,29,Bowler,Right-hand bat,Left-arm fast-medium,7,1,0,0,0,0.00,1,0.00,0,0,0,0,7,7,133,204,9,3/28,3/28,22.66,9.20,14.7
West Indies,Rayad Emrit,37,Allrounder,Right-hand bat,Right-arm medium-fast,4,3,0,17,11,5.66,27,62.96,0,0,0,1,4,4,96,156,4,1/24,1/24,39.00,9.75,24.0
West Indies,Andre Fletcher,30,Wicketkeeper batsman,Right-hand bat,Right-arm medium-fast, Legbreak,42,40,4,765,84*,21.25,707,108.20,0,6,54,37,42,-,-,-,-,-,-,-,-,-
West Indies,Chris Gayle,39,Allrounder,Left-hand bat,Right-arm offbreak,56,52,4,1607,117,33.47,1123,143.09,2,13,137,103,56,23,319,377,17,2/15,2/15,22.17,7.09,18.7
West Indies,Shimron Hetmyer,21,Top-order batsman,Left-hand bat,Legbreak googly,5,4,0,58,26,14.50,45,128.88,0,0,9,2,5,-,-,-,-,-,-,-,-,-
West Indies,Shai Hope,25,Wicketkeeper batsman,Right-hand bat,_,6,4,0,59,24,14.75,57,103.50,0,0,7,2,6,-,-,-,-,-,-,-,-,-
West Indies,Evin Lewis,26,Opening batsman,Left-hand bat,_,17,17,1,529,125*,33.06,336,157.44,2,3,31,45,17,-,-,-,-,-,-,-,-,-
West Indies,Andre McCarthy,31,Middle-order batsman,Right-hand bat,Right-arm offbreak,1,1,0,5,5,5.00,8,62.50,0,0,0,0,1,1,12,12,0,-,-,-,6.00,-
West Indies,Jason Mohammed,32,Batsman,Right-hand bat,Right-arm offbreak,9,8,3,90,23*,18.00,103,87.37,0,0,9,1,9,2,12,13,0,-,-,-,6.50,-
West Indies,Sunil Narine,30,Bowler,Left-hand bat,Right-arm offbreak,48,20,8,147,30,12.25,116,126.72,0,0,13,5,48,46,1030,1034,50,4/12,4/12,20.68,6.02,20.6
West Indies,Ashley Nurse,29,Bowler,Right-hand bat,Right-arm offbreak,12,7,5,72,20*,36.00,63,114.28,0,0,5,3,12,12,216,286,7,2/6,2/6,40.85,7.94,30.8
West Indies,Keemo Paul,20,Allrounder,Right-hand bat,Right-arm fast-medium,10,6,3,65,20,21.66,63,103.17,0,0,6,2,10,10,220,302,10,2/24,2/24,30.20,8.23,22.0
West Indies,Veerasammy Permaul,29,Bowler,Right-hand bat,Slow left-arm orthodox,1,-,-,-,-,-,-,-,-,-,-,-,1,1,3,8,0,-,-,-,16.00,-
West Indies,Khary Pierre,27,Allrounder,Left-hand bat,Slow left-arm orthodox,3,2,1,10,9*,10.00,9,111.11,0,0,2,0,3,3,60,78,2,1/16,1/16,39.00,7.80,30.0
West Indies,Kieron Pollard,31,Allrounder,Right-hand bat,Right-arm medium-fast,59,50,10,788,63*,19.70,618,127.50,0,2,56,40,59,38,510,710,23,3/30,3/30,30.86,8.35,22.1
West Indies,Nicholas Pooran,23,Wicketkeeper batsman,Left-hand bat,_,5,5,1,82,53*,20.50,50,164.00,0,1,7,5,5,-,-,-,-,-,-,-,-,-
West Indies,Rovman Powell,25,Batsman,Right-hand bat,Right-arm medium-fast,17,13,2,152,43,13.81,141,107.80,0,0,12,6,17,3,42,67,2,1/20,1/20,33.50,9.57,21.0
West Indies,Denesh Ramdin,33,Wicketkeeper batsman,Right-hand bat,_,68,47,14,581,55*,17.60,498,116.66,0,1,48,18,68,-,-,-,-,-,-,-,-,-
West Indies,Andre Russell,30,Allrounder,Right-hand bat,Right-arm fast,47,39,13,465,47,17.88,329,141.33,0,0,30,32,47,40,595,908,25,2/10,2/10,36.32,9.15,23.8
West Indies,Marlon Samuels,37,Top-order batsman,Right-hand bat,Right-arm offbreak,67,65,10,1611,89*,29.29,1386,116.23,0,10,144,69,67,30,479,622,22,3/23,3/23,28.27,7.79,21.7
West Indies,Lendl Simmons,33,Top-order batsman,Right-hand bat,Right-arm medium-fast,45,44,6,907,82*,23.86,777,116.73,0,5,86,33,45,3,36,55,6,4/19,4/19,9.16,9.16,6.0
West Indies,Odean Smith,22,Bowler,Right-hand bat,Right-arm medium,2,1,0,6,6,6.00,5,120.00,0,0,1,0,2,2,42,78,2,1/38,1/38,39.00,11.14,21.0
West Indies,Jerome Taylor,34,Bowler,Right-hand bat,Right-arm fast,30,15,6,118,21,13.11,92,128.26,0,0,10,6,30,30,600,863,33,3/6,3/6,26.15,8.63,18.1
West Indies,Oshane Thomas,21,Bowler,Left-hand bat,Right-arm medium-fast,3,1,1,8,8*,-,4,200.00,0,0,2,0,3,3,72,91,3,2/21,2/21,30.33,7.58,24.0
West Indies,Chadwick Walton,33,Wicketkeeper batsman,Right-hand bat,_,19,17,0,225,40,13.23,203,110.83,0,0,23,11,19,-,-,-,-,-,-,-,-,-
West Indies,Kesrick Williams,28,Bowler,Right-hand bat,Right-arm fast-medium,18,5,2,6,3,2.00,10,60.00,0,0,0,0,18,18,379,526,30,4/28,4/28,17.53,8.32,12.6
